pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
3415101,1528099367,e,1,udp,3,192.168.100.148,26047,192.168.100.3,80,1,5,INT,4,1528099381,13,13.721195,2.757185,1.130034,8.271555,1.386183,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415102,1528099367,e,1,udp,3,192.168.100.148,26048,192.168.100.3,80,1,5,INT,4,1528099381,14,13.721194,2.757185,1.130034,8.271554,1.386182,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415103,1528099367,e,1,udp,3,192.168.100.148,26049,192.168.100.3,80,1,5,INT,4,1528099381,15,13.721195,2.757185,1.130034,8.271555,1.386183,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415104,1528099367,e,1,udp,3,192.168.100.148,26050,192.168.100.3,80,1,5,INT,4,1528099381,16,13.721195,2.757185,1.130034,8.271554,1.386182,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415105,1528099367,e,1,udp,3,192.168.100.148,26051,192.168.100.3,80,1,5,INT,4,1528099381,17,13.721195,2.746543,1.942298,8.239629,0,4.153833,8,0,5,0,0.51016,0.51016,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.58304,0.716406,983,983,1,DDoS,UDP
3415106,1528099367,e,1,udp,3,192.168.100.148,26052,192.168.100.3,80,1,5,INT,4,1528099381,18,13.721195,2.746544,1.942298,8.239631,0,4.153834,8,0,5,0,0.51016,0.51016,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.58304,0.716406,983,983,1,DDoS,UDP
3415107,1528099367,e,1,udp,3,192.168.100.148,26053,192.168.100.3,80,1,5,INT,4,1528099381,19,13.721195,2.746543,1.942298,8.239629,0,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415108,1528099367,e,1,udp,3,192.168.100.148,26054,192.168.100.3,80,1,5,INT,4,1528099381,20,13.721195,3.211607,1.290995,9.63482,1.386182,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415109,1528099367,e,1,udp,3,192.168.100.148,26055,192.168.100.3,80,1,5,INT,4,1528099381,21,13.721195,2.746544,1.942298,8.239631,0,4.153833,8,0,5,0,0.51016,0.51016,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.58304,0.716406,983,983,1,DDoS,UDP
3415110,1528099367,e,1,udp,3,192.168.100.148,26056,192.168.100.3,80,1,5,INT,4,1528099381,22,13.721195,2.746543,1.942298,8.23963,0,4.153833,8,0,5,0,0.51016,0.51016,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.58304,0.716406,983,983,1,DDoS,UDP
3415111,1528099367,e,1,udp,3,192.168.100.148,26057,192.168.100.3,80,1,5,INT,4,1528099381,23,13.721194,2.746544,1.942298,8.239631,0,4.153833,8,0,5,0,0.51016,0.51016,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.58304,0.716406,983,983,1,DDoS,UDP
3415112,1528099367,e,1,udp,3,192.168.100.148,26058,192.168.100.3,80,1,5,INT,4,1528099381,24,13.721195,2.746543,1.942298,8.23963,0,4.153833,8,0,5,0,0.51016,0.51016,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.58304,0.716406,983,983,1,DDoS,UDP
3415113,1528099367,e,1,udp,3,192.168.100.148,26059,192.168.100.3,80,1,5,INT,4,1528099381,25,13.721194,2.757185,1.130034,8.271557,1.386181,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415114,1528099367,e,1,udp,3,192.168.100.148,26060,192.168.100.3,80,1,5,INT,4,1528099381,26,13.721195,2.746543,1.942298,8.23963,0,4.153833,8,0,5,0,0.51016,0.51016,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.58304,0.716406,983,983,1,DDoS,UDP
3415115,1528099367,e,1,udp,3,192.168.100.148,26061,192.168.100.3,80,1,5,INT,4,1528099381,27,13.721194,2.746544,1.942298,8.239631,0,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415116,1528099367,e,1,udp,3,192.168.100.148,26062,192.168.100.3,80,1,5,INT,4,1528099381,28,13.721195,2.746544,1.942298,8.239631,0,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415117,1528099367,e,1,udp,3,192.168.100.148,26063,192.168.100.3,80,1,5,INT,4,1528099381,29,13.721195,3.666066,0.648519,10.998198,2.749555,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415118,1528099367,e,1,udp,3,192.168.100.148,26064,192.168.100.3,80,1,5,INT,4,1528099381,30,13.721195,2.746544,1.942298,8.239631,0,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415119,1528099367,e,1,udp,3,192.168.100.148,26065,192.168.100.3,80,1,5,INT,4,1528099381,31,13.721195,2.746543,1.942298,8.23963,0,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415120,1528099367,e,1,udp,3,192.168.100.148,26066,192.168.100.3,80,1,5,INT,4,1528099381,32,13.721194,2.746543,1.942298,8.23963,0,4.153832,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415121,1528099367,e,1,udp,3,192.168.100.148,26067,192.168.100.3,80,1,5,INT,4,1528099381,33,13.721195,2.746543,1.942298,8.23963,0,4.153833,9,0,5,0,0.58304,0.58304,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.65592,0.716406,983,983,1,DDoS,UDP
3415122,1528099367,e,1,udp,3,192.168.100.148,26068,192.168.100.3,80,1,5,INT,4,1528099381,34,13.721194,3.208822,1.289095,9.626466,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415123,1528099367,e,1,udp,3,192.168.100.148,26069,192.168.100.3,80,1,5,INT,4,1528099381,35,13.721195,3.208823,1.289094,9.626469,1.386183,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415124,1528099367,e,1,udp,3,192.168.100.148,26070,192.168.100.3,80,1,5,INT,4,1528099381,36,13.721194,3.208822,1.289094,9.626465,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415125,1528099367,e,1,udp,3,192.168.100.148,26071,192.168.100.3,80,1,5,INT,4,1528099381,37,13.721195,3.208823,1.289094,9.626469,1.386183,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415126,1528099367,e,1,udp,3,192.168.100.148,26072,192.168.100.3,80,1,5,INT,4,1528099381,38,13.721194,3.666067,0.64852,10.9982,2.749555,4.153833,11,0,5,0,0.7288,0.7288,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.801679,0.716406,983,983,1,DDoS,UDP
3415127,1528099367,e,1,udp,3,192.168.100.148,26073,192.168.100.3,80,1,5,INT,4,1528099381,39,13.721195,3.208822,1.289094,9.626467,1.386183,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415128,1528099367,e,1,udp,3,192.168.100.148,26074,192.168.100.3,80,1,5,INT,4,1528099381,40,13.721194,3.208822,1.289095,9.626466,1.386182,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415129,1528099367,e,1,udp,3,192.168.100.148,26075,192.168.100.3,80,1,5,INT,4,1528099381,41,13.721195,3.208822,1.289094,9.626467,1.386183,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415130,1528099367,e,1,udp,3,192.168.100.148,26076,192.168.100.3,80,1,5,INT,4,1528099381,42,13.721194,3.208822,1.289095,9.626466,1.386182,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415131,1528099367,e,1,udp,3,192.168.100.148,26077,192.168.100.3,80,1,5,INT,4,1528099381,43,13.721194,3.208822,1.289095,9.626466,1.386182,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415132,1528099367,e,1,udp,3,192.168.100.148,26078,192.168.100.3,80,1,5,INT,4,1528099381,44,13.721194,3.208822,1.289094,9.626465,1.386182,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415133,1528099367,e,1,udp,3,192.168.100.148,26079,192.168.100.3,80,1,5,INT,4,1528099381,45,13.721194,3.208822,1.289094,9.626465,1.386182,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415134,1528099367,e,1,udp,3,192.168.100.148,26080,192.168.100.3,80,1,5,INT,4,1528099381,46,13.721194,3.208821,1.289094,9.626463,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415135,1528099367,e,1,udp,3,192.168.100.148,26081,192.168.100.3,80,1,5,INT,4,1528099381,47,13.721194,3.666068,0.648521,10.998204,2.749553,4.153833,11,0,5,0,0.7288,0.7288,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.801679,0.716406,983,983,1,DDoS,UDP
3415136,1528099367,e,1,udp,3,192.168.100.148,26082,192.168.100.3,80,1,5,INT,4,1528099381,48,13.721194,3.208821,1.289094,9.626463,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415137,1528099367,e,1,udp,3,192.168.100.148,26083,192.168.100.3,80,1,5,INT,4,1528099381,49,13.721194,3.208821,1.289095,9.626463,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415138,1528099367,e,1,udp,3,192.168.100.148,26084,192.168.100.3,80,1,5,INT,4,1528099381,50,13.721195,3.208821,1.289094,9.626463,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415139,1528099367,e,1,udp,3,192.168.100.148,26085,192.168.100.3,80,1,5,INT,4,1528099381,51,13.721194,3.208821,1.289095,9.626463,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415140,1528099367,e,1,udp,3,192.168.100.148,26086,192.168.100.3,80,1,5,INT,4,1528099381,52,13.721195,3.208821,1.289094,9.626463,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415141,1528099367,e,1,udp,3,192.168.100.148,26087,192.168.100.3,80,1,5,INT,4,1528099381,53,13.721194,3.208821,1.289094,9.626463,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415142,1528099367,e,1,udp,3,192.168.100.148,26088,192.168.100.3,80,1,5,INT,4,1528099381,54,13.721195,3.20882,1.289094,9.626461,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415143,1528099367,e,1,udp,3,192.168.100.148,26089,192.168.100.3,80,1,5,INT,4,1528099381,55,13.721194,3.20882,1.289094,9.626459,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415144,1528099367,e,1,udp,3,192.168.100.148,26090,192.168.100.3,80,1,5,INT,4,1528099381,56,13.721195,3.666069,0.648523,10.998207,2.749554,4.153833,11,0,5,0,0.728799,0.728799,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.801679,0.716406,983,983,1,DDoS,UDP
3415145,1528099367,e,1,udp,3,192.168.100.148,26091,192.168.100.3,80,1,5,INT,4,1528099381,57,13.721194,3.20882,1.289093,9.626459,1.386181,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415146,1528099367,e,1,udp,3,192.168.100.148,26092,192.168.100.3,80,1,5,INT,4,1528099381,58,13.721194,3.20882,1.289093,9.62646,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415147,1528099367,e,1,udp,3,192.168.100.148,26093,192.168.100.3,80,1,5,INT,4,1528099381,59,13.721195,3.20882,1.289093,9.62646,1.386182,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415148,1528099367,e,1,udp,3,192.168.100.148,26094,192.168.100.3,80,1,5,INT,4,1528099381,60,13.721194,3.208819,1.289093,9.626458,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415149,1528099367,e,1,udp,3,192.168.100.148,26095,192.168.100.3,80,1,5,INT,4,1528099381,61,13.721194,3.208819,1.289093,9.626458,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415150,1528099367,e,1,udp,3,192.168.100.148,26096,192.168.100.3,80,1,5,INT,4,1528099381,62,13.721194,3.208819,1.289093,9.626458,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415151,1528099367,e,1,udp,3,192.168.100.148,26097,192.168.100.3,80,1,5,INT,4,1528099381,63,13.721193,3.208819,1.289093,9.626457,1.386181,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415152,1528099367,e,1,udp,3,192.168.100.148,26098,192.168.100.3,80,1,5,INT,4,1528099381,64,13.721194,3.66607,0.648523,10.998211,2.749554,4.153833,11,0,5,0,0.7288,0.7288,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.801679,0.716406,983,983,1,DDoS,UDP
3415153,1528099367,e,1,udp,3,192.168.100.148,26099,192.168.100.3,80,1,5,INT,4,1528099381,65,13.721194,3.208819,1.289093,9.626457,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415154,1528099367,e,1,udp,3,192.168.100.148,26100,192.168.100.3,80,1,5,INT,4,1528099381,66,13.721194,3.208819,1.289093,9.626458,1.386182,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415155,1528099367,e,1,udp,3,192.168.100.148,26101,192.168.100.3,80,1,5,INT,4,1528099381,67,13.721194,3.208819,1.289093,9.626457,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415156,1528099367,e,1,udp,3,192.168.100.148,26102,192.168.100.3,80,1,5,INT,4,1528099381,68,13.721194,3.208819,1.289093,9.626457,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415157,1528099367,e,1,udp,3,192.168.100.148,26103,192.168.100.3,80,1,5,INT,4,1528099381,69,13.721194,3.666071,0.648524,10.998213,2.749553,4.153833,11,0,5,0,0.7288,0.7288,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.801679,0.716406,983,983,1,DDoS,UDP
3415158,1528099367,e,1,udp,3,192.168.100.148,26104,192.168.100.3,80,1,5,INT,4,1528099381,70,13.721194,3.208819,1.289093,9.626457,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415159,1528099367,e,1,udp,3,192.168.100.148,26105,192.168.100.3,80,1,5,INT,4,1528099381,71,13.721194,3.208818,1.289093,9.626455,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415160,1528099367,e,1,udp,3,192.168.100.148,26106,192.168.100.3,80,1,5,INT,4,1528099381,72,13.721194,3.208819,1.289093,9.626457,1.386182,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415161,1528099367,e,1,udp,3,192.168.100.148,26107,192.168.100.3,80,1,5,INT,4,1528099381,73,13.721194,3.208818,1.289093,9.626455,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415162,1528099367,e,1,udp,3,192.168.100.148,26108,192.168.100.3,80,1,5,INT,4,1528099381,74,13.721193,3.208818,1.289093,9.626455,1.386181,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415163,1528099367,e,1,udp,3,192.168.100.148,26109,192.168.100.3,80,1,5,INT,4,1528099381,75,13.721194,3.208818,1.289093,9.626455,1.386181,4.153833,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415164,1528099367,e,1,udp,3,192.168.100.148,26110,192.168.100.3,80,1,5,INT,4,1528099381,76,13.721193,3.666071,0.648523,10.998215,2.749553,4.153832,11,0,5,0,0.7288,0.7288,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.80168,0.716406,983,983,1,DDoS,UDP
3415165,1528099367,e,1,udp,3,192.168.100.148,26111,192.168.100.3,80,1,5,INT,4,1528099381,77,13.721194,3.208817,1.289092,9.626451,1.386181,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415166,1528099367,e,1,udp,3,192.168.100.148,26112,192.168.100.3,80,1,5,INT,4,1528099381,78,13.721193,3.208817,1.289092,9.626451,1.38618,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415167,1528099367,e,1,udp,3,192.168.100.148,26113,192.168.100.3,80,1,5,INT,4,1528099381,79,13.721194,3.208817,1.289091,9.626451,1.386181,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415168,1528099367,e,1,udp,3,192.168.100.148,26114,192.168.100.3,80,1,5,INT,4,1528099381,80,13.721193,3.666072,0.648525,10.998216,2.749553,4.153832,11,0,5,0,0.7288,0.7288,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.80168,0.716406,983,983,1,DDoS,UDP
3415169,1528099367,e,1,udp,3,192.168.100.148,26115,192.168.100.3,80,1,5,INT,4,1528099381,81,13.721194,3.208817,1.289091,9.626451,1.386181,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415170,1528099367,e,1,udp,3,192.168.100.148,26116,192.168.100.3,80,1,5,INT,4,1528099381,82,13.721193,3.208816,1.289093,9.626449,1.38618,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415171,1528099367,e,1,udp,3,192.168.100.148,26117,192.168.100.3,80,1,5,INT,4,1528099381,83,13.721194,3.208817,1.289092,9.62645,1.386181,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
3415172,1528099367,e,1,udp,3,192.168.100.148,26118,192.168.100.3,80,1,5,INT,4,1528099381,84,13.721193,3.208816,1.289092,9.626448,1.38618,4.153832,10,0,5,0,0.65592,0.65592,0,58980,58980,983,983,983,983,0.716406,0.716406,100,100,0.7288,0.716406,983,983,1,DDoS,UDP
