pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
3415239,1528099368,e,1,udp,3,192.168.100.147,51390,192.168.100.3,80,15,900,INT,4,1528099381,151,13.974801,3.999008,0.792874,11.997025,3.018877,4.960751,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415240,1528099368,e,1,udp,3,192.168.100.147,51391,192.168.100.3,80,15,900,INT,4,1528099381,152,13.9748,3.999007,0.792874,11.997023,3.018877,4.96075,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415241,1528099368,e,1,udp,3,192.168.100.147,51392,192.168.100.3,80,15,900,INT,4,1528099381,153,13.974801,3.998914,0.796102,11.99674,3.01478,4.964564,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415242,1528099368,e,1,udp,3,192.168.100.147,51393,192.168.100.3,80,15,900,INT,4,1528099381,154,13.9748,3.998914,0.796105,11.996741,3.014778,4.964567,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415243,1528099368,e,1,udp,3,192.168.100.147,51394,192.168.100.3,80,15,900,INT,4,1528099381,155,13.974801,3.998914,0.796105,11.996741,3.014779,4.964566,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415244,1528099368,e,1,udp,3,192.168.100.147,51395,192.168.100.3,80,15,900,INT,4,1528099381,156,13.974801,3.998914,0.796105,11.996741,3.014778,4.964566,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415245,1528099368,e,1,udp,3,192.168.100.147,51396,192.168.100.3,80,15,900,INT,4,1528099381,157,13.974801,3.998914,0.796105,11.996741,3.014779,4.964566,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415246,1528099368,e,1,udp,3,192.168.100.147,51397,192.168.100.3,80,15,900,INT,4,1528099381,158,13.974801,3.998913,0.796105,11.996738,3.014778,4.964565,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415247,1528099368,e,1,udp,3,192.168.100.147,51398,192.168.100.3,80,15,900,INT,4,1528099381,159,13.974801,3.998914,0.796105,11.996741,3.014779,4.964566,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415248,1528099368,e,1,udp,3,192.168.100.147,51399,192.168.100.3,80,15,900,INT,4,1528099381,160,13.974801,3.998913,0.796105,11.996738,3.014778,4.964565,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415249,1528099368,e,1,udp,3,192.168.100.147,51400,192.168.100.3,80,15,900,INT,4,1528099381,161,13.974801,3.998913,0.796105,11.996738,3.014778,4.964565,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415250,1528099368,e,1,udp,3,192.168.100.147,51401,192.168.100.3,80,15,900,INT,4,1528099381,162,13.974801,3.998913,0.796103,11.996738,3.014778,4.964564,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415251,1528099368,e,1,udp,3,192.168.100.147,51402,192.168.100.3,80,15,900,INT,4,1528099381,163,13.974801,3.998913,0.796103,11.996738,3.014778,4.964564,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415252,1528099368,e,1,udp,3,192.168.100.147,51403,192.168.100.3,80,15,900,INT,4,1528099381,164,13.974801,3.998913,0.796103,11.996738,3.014778,4.964564,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415253,1528099368,e,1,udp,3,192.168.100.147,51404,192.168.100.3,80,15,900,INT,4,1528099381,165,13.974801,3.998912,0.796104,11.996737,3.014778,4.964563,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415254,1528099368,e,1,udp,3,192.168.100.147,51405,192.168.100.3,80,15,900,INT,4,1528099381,166,13.9748,4.000301,0.796138,12.000904,3.014778,4.964563,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415255,1528099368,e,1,udp,3,192.168.100.147,51406,192.168.100.3,80,15,900,INT,4,1528099381,167,13.9748,4.000301,0.796138,12.000902,3.014778,4.964562,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415256,1528099368,e,1,udp,3,192.168.100.147,51407,192.168.100.3,80,15,900,INT,4,1528099381,168,13.9748,4.000301,0.796138,12.000902,3.014778,4.964562,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415257,1528099368,e,1,udp,3,192.168.100.147,51408,192.168.100.3,80,15,900,INT,4,1528099381,169,13.974799,4.0003,0.79614,12.000901,3.014777,4.964562,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415258,1528099368,e,1,udp,3,192.168.100.147,51409,192.168.100.3,80,15,900,INT,4,1528099381,170,13.9748,4.000301,0.796138,12.000902,3.014778,4.964562,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415259,1528099368,e,1,udp,3,192.168.100.147,51410,192.168.100.3,80,15,900,INT,4,1528099381,171,13.974799,4.0003,0.796138,12.000901,3.014777,4.964561,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415260,1528099368,e,1,udp,3,192.168.100.147,51411,192.168.100.3,80,15,900,INT,4,1528099381,172,13.9748,4.0003,0.796139,12.000901,3.014778,4.964561,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415261,1528099368,e,1,udp,3,192.168.100.147,51412,192.168.100.3,80,15,900,INT,4,1528099381,173,13.974799,4.0003,0.796138,12.0009,3.014777,4.96456,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415262,1528099368,e,1,udp,3,192.168.100.147,51413,192.168.100.3,80,15,900,INT,4,1528099381,174,13.9748,4.0003,0.796139,12.000901,3.014778,4.964561,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415263,1528099368,e,1,udp,3,192.168.100.147,51414,192.168.100.3,80,15,900,INT,4,1528099381,175,13.974799,4.0003,0.796137,12.000901,3.014778,4.96456,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415264,1528099368,e,1,udp,3,192.168.100.147,51415,192.168.100.3,80,15,900,INT,4,1528099381,176,13.9748,4.0003,0.796137,12.000901,3.014778,4.96456,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415265,1528099368,e,1,udp,3,192.168.100.147,51416,192.168.100.3,80,15,900,INT,4,1528099381,177,13.974799,4.0003,0.796137,12.0009,3.014778,4.964559,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415266,1528099368,e,1,udp,3,192.168.100.147,51417,192.168.100.3,80,15,900,INT,4,1528099381,178,13.9748,4.0003,0.796137,12.000901,3.014778,4.96456,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415267,1528099368,e,1,udp,3,192.168.100.147,51418,192.168.100.3,80,15,900,INT,4,1528099381,179,13.9748,4.0003,0.796136,12.000901,3.014778,4.964559,15,0,900,0,1.001803,1.001803,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.07336,0.974858,1357,1137,1,DDoS,UDP
3415268,1528099368,e,1,udp,3,192.168.100.147,51419,192.168.100.3,80,14,840,INT,4,1528099381,180,13.9748,4.0003,0.796136,12.000901,3.014778,4.964559,14,0,840,0,0.930246,0.930246,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.0018,0.974858,1357,1137,1,DDoS,UDP
3415269,1528099368,e,1,udp,3,192.168.100.147,51420,192.168.100.3,80,14,840,INT,4,1528099381,181,13.976072,4.000724,0.795612,12.002172,3.01605,4.964559,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415270,1528099368,e,1,udp,3,192.168.100.147,51421,192.168.100.3,80,14,840,INT,4,1528099381,182,13.976072,4.000724,0.795613,12.002172,3.01605,4.964558,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415271,1528099368,e,1,udp,3,192.168.100.147,51422,192.168.100.3,80,14,840,INT,4,1528099381,183,13.976072,4.000724,0.795612,12.002172,3.01605,4.964559,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415272,1528099368,e,1,udp,3,192.168.100.147,51423,192.168.100.3,80,14,840,INT,4,1528099381,184,13.976072,4.000724,0.795612,12.002172,3.016051,4.964558,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415273,1528099368,e,1,udp,3,192.168.100.147,51424,192.168.100.3,80,14,840,INT,4,1528099381,185,13.976072,4.000724,0.795613,12.002172,3.01605,4.964558,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415274,1528099368,e,1,udp,3,192.168.100.147,51425,192.168.100.3,80,14,840,INT,4,1528099381,186,13.976072,4.000724,0.79561,12.002172,3.016051,4.964557,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415275,1528099368,e,1,udp,3,192.168.100.147,51426,192.168.100.3,80,14,840,INT,4,1528099381,187,13.976072,4.000724,0.795611,12.002172,3.01605,4.964557,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415276,1528099368,e,1,udp,3,192.168.100.147,51427,192.168.100.3,80,14,840,INT,4,1528099381,188,13.976072,4.000723,0.795612,12.002171,3.01605,4.964557,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415277,1528099368,e,1,udp,3,192.168.100.147,51428,192.168.100.3,80,14,840,INT,4,1528099381,189,13.976072,4.000723,0.795611,12.002171,3.01605,4.964556,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415278,1528099368,e,1,udp,3,192.168.100.147,51429,192.168.100.3,80,14,840,INT,4,1528099381,190,13.976072,4.000723,0.795612,12.002169,3.01605,4.964556,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415279,1528099368,e,1,udp,3,192.168.100.147,51430,192.168.100.3,80,14,840,INT,4,1528099381,191,13.976072,4.000723,0.795611,12.002169,3.01605,4.964555,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415280,1528099368,e,1,udp,3,192.168.100.147,51431,192.168.100.3,80,14,840,INT,4,1528099381,192,13.976071,4.000723,0.79561,12.002169,3.016049,4.964556,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415281,1528099368,e,1,udp,3,192.168.100.147,51432,192.168.100.3,80,14,840,INT,4,1528099381,193,13.976072,3.999345,0.793942,11.998035,3.016049,4.960423,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415282,1528099368,e,1,udp,3,192.168.100.147,51433,192.168.100.3,80,14,840,INT,4,1528099381,194,13.976071,3.999345,0.793943,11.998034,3.016049,4.960422,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415283,1528099368,e,1,udp,3,192.168.100.147,51434,192.168.100.3,80,14,840,INT,4,1528099381,195,13.976071,3.999344,0.793942,11.998034,3.01605,4.960421,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415284,1528099368,e,1,udp,3,192.168.100.147,51435,192.168.100.3,80,14,840,INT,4,1528099381,196,13.976071,3.999344,0.793942,11.998034,3.016049,4.960421,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415285,1528099368,e,1,udp,3,192.168.100.147,51436,192.168.100.3,80,14,840,INT,4,1528099381,197,13.976071,3.999344,0.793942,11.998034,3.01605,4.960421,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415286,1528099368,e,1,udp,3,192.168.100.147,51437,192.168.100.3,80,14,840,INT,4,1528099381,198,13.976071,3.999344,0.793941,11.998033,3.016049,4.96042,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415287,1528099368,e,1,udp,3,192.168.100.147,51438,192.168.100.3,80,14,840,INT,4,1528099381,199,13.976071,3.999344,0.793941,11.998033,3.01605,4.96042,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415288,1528099368,e,1,udp,3,192.168.100.147,51439,192.168.100.3,80,14,840,INT,4,1528099381,200,13.976071,3.999343,0.793941,11.99803,3.016049,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415289,1528099368,e,1,udp,3,192.168.100.147,51440,192.168.100.3,80,14,840,INT,4,1528099381,201,13.97607,3.999344,0.793942,11.998031,3.016049,4.96042,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415290,1528099368,e,1,udp,3,192.168.100.147,51441,192.168.100.3,80,14,840,INT,4,1528099381,202,13.976071,3.999343,0.793941,11.99803,3.016049,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415291,1528099368,e,1,udp,3,192.168.100.147,51442,192.168.100.3,80,14,840,INT,4,1528099381,203,13.97607,3.999343,0.793941,11.99803,3.016049,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415292,1528099368,e,1,udp,3,192.168.100.147,51443,192.168.100.3,80,14,840,INT,4,1528099381,204,13.976071,3.999343,0.793941,11.99803,3.016049,4.960418,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415293,1528099368,e,1,udp,3,192.168.100.147,51444,192.168.100.3,80,14,840,INT,4,1528099381,205,13.976071,3.999344,0.79394,11.998032,3.01605,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415294,1528099368,e,1,udp,3,192.168.100.147,51445,192.168.100.3,80,14,840,INT,4,1528099381,206,13.976071,3.999344,0.79394,11.998032,3.01605,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415295,1528099368,e,1,udp,3,192.168.100.147,51446,192.168.100.3,80,14,840,INT,4,1528099381,207,13.97607,3.999343,0.793941,11.99803,3.016049,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415296,1528099368,e,1,udp,3,192.168.100.147,51447,192.168.100.3,80,14,840,INT,4,1528099381,208,13.976071,3.999344,0.79394,11.998032,3.01605,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415297,1528099368,e,1,udp,3,192.168.100.147,51448,192.168.100.3,80,14,840,INT,4,1528099381,209,13.97607,3.999343,0.793941,11.99803,3.016049,4.960419,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415298,1528099368,e,1,udp,3,192.168.100.147,51449,192.168.100.3,80,14,840,INT,4,1528099381,210,13.976071,3.999343,0.793941,11.99803,3.01605,4.960418,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415299,1528099368,e,1,udp,3,192.168.100.147,51450,192.168.100.3,80,14,840,INT,4,1528099381,211,13.97607,3.999343,0.793941,11.99803,3.016049,4.960418,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415300,1528099368,e,1,udp,3,192.168.100.147,51451,192.168.100.3,80,14,840,INT,4,1528099381,212,13.976071,3.999343,0.793941,11.99803,3.01605,4.960418,14,0,840,0,0.930161,0.930161,0,68220,81420,1137,1357,1357,1357,1.04305,0.974858,100,78,1.00171,0.974858,1357,1137,1,DDoS,UDP
3415301,1528099368,e,1,udp,3,192.168.100.147,51452,192.168.100.3,80,14,840,INT,4,1528099381,213,13.97607,3.999343,0.79394,11.998028,3.016049,4.960417,14,0,840,0,0.930161,0.930161,0,89040,89040,1484,1484,1484,1484,1.06182,1.06182,100,100,1.00171,1.06182,1484,1484,1,DDoS,UDP
3415302,1528099368,e,1,udp,3,192.168.100.147,51453,192.168.100.3,80,14,840,INT,4,1528099381,214,13.976071,3.999343,0.793939,11.99803,3.01605,4.960417,14,0,840,0,0.930161,0.930161,0,89040,89040,1484,1484,1484,1484,1.06182,1.06182,100,100,1.00171,1.06182,1484,1484,1,DDoS,UDP
3415303,1528099368,e,1,udp,3,192.168.100.147,51454,192.168.100.3,80,14,840,INT,4,1528099381,215,13.97607,3.999342,0.793941,11.998027,3.016049,4.960417,14,0,840,0,0.930161,0.930161,0,89040,89040,1484,1484,1484,1484,1.06182,1.06182,100,100,1.00171,1.06182,1484,1484,1,DDoS,UDP
