srcip,dstip,spkts,dur,sbytes,dbytes,Dpkts,sttl,dttl,sload,proto,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dsport,dst_ip_bytes,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,,attack_cat,label,Stime
175.45.176.0,149.171.126.10,FIN,0.268501,776,1186,62,252,2,2,http,20826.73633,30927.25781,10,8,255,255,3465804045,929101053,78,148,1,0,1469.641655,53.480066,1424250292,1424250292,29.833444,37.071,0.054732,0.00838,0.046352,0,1,4,, ,3,1,2,2,DoS,1,31812.58203
175.45.176.3,149.171.126.11,FIN,0.277626,1204,2000,254,252,3,2,-,31812.58203,50427.55078,12,8,255,255,231450810,2521080091,100,250,0,0,1294.923479,56.940168,1424250349,1424250350,24.174636,38.66643,0.052192,0.006957,0.045235,0,1,,, ,1,2,1,1,DoS,1,70227.07031
175.45.176.1,149.171.126.10,FIN,0.195708,1908,268,254,252,2,1,-,70227.07031,9156.498047,10,6,255,255,4269979708,4160819181,191,45,0,0,1076.601496,64.62693,1424250360,1424250360,20.056333,37.490602,0.055916,0.008246,0.04767,0,1,,, ,2,1,1,1,DoS,1,25492.56641
175.45.176.3,149.171.126.12,FIN,0.52125,1812,530,254,252,3,3,-,25492.56641,7320.863281,12,10,255,255,2129479386,1538780993,151,53,0,0,2355.066767,63.048109,1424250400,1424250401,43.778183,53.738109,0.08136,0.037598,0.043762,0,1,,, ,1,1,1,1,DoS,1,18614.13477
175.45.176.1,149.171.126.12,FIN,0.319757,826,1984,62,252,2,2,http,18614.13477,43432.98047,10,8,255,255,1631360169,2090973534,83,248,1,592,1749.726147,61.659871,1424250444,1424250444,35.528556,43.881145,0.062549,0.011918,0.050631,0,1,1,, ,1,1,1,1,DoS,1,17513.34375
175.45.176.1,149.171.126.11,FIN,0.351275,854,268,254,252,2,1,-,17513.34375,5101.416504,10,6,255,255,1604566265,3362312753,85,45,0,0,1789.059604,77.402445,1424250575,1424250576,34.504111,56.197,0.098042,0.070286,0.027756,0,1,,, ,1,1,1,1,DoS,1,21103.15234
175.45.176.1,149.171.126.12,FIN,0.285455,836,1538,62,252,2,2,http,21103.15234,37722.23438,10,8,255,255,3052964288,2629525557,84,192,1,326,1559.47418,57.128996,1424250625,1424250625,31.717222,39.379,0.059661,0.009038,0.050623,0,1,1,, ,2,1,1,1,DoS,1,29238.46875
175.45.176.0,149.171.126.10,FIN,0.207398,842,11350,62,252,2,5,http,29238.46875,406561.3125,10,14,255,255,432822150,1004825042,84,811,1,5126,1179.546066,1441.325303,1424250626,1424250626,23.044222,14.582001,0.056225,0.010048,0.046177,0,1,1,, ,2,1,1,1,DoS,1,18123.35352
175.45.176.3,149.171.126.12,FIN,0.186279,468,268,254,252,2,1,-,18123.35352,9619.978516,10,6,255,255,1607562208,3995471389,47,45,0,0,1025.435044,61.716918,1424250641,1424250641,19.142222,35.806199,0.05411,0.007239,0.046871,0,1,,, ,1,1,1,1,DoS,1,16137.44141
175.45.176.3,149.171.126.10,FIN,0.249358,548,0,20,252,3,1,-,16137.44141,7186.455078,12,6,255,255,100387221,563109727,46,45,0,0,1069.866504,82.625328,1424250648,1424250649,21.576545,48.301398,0.053685,0.007846,0.045839,0,1,,, ,1,1,1,1,DoS,1,706814.5
175.45.176.0,149.171.126.12,FIN,0.37714,34330,354,254,252,14,1,http,706814.5,6575.807617,34,8,255,255,1914122933,772614733,1010,44,1,0,1206.913301,71.96757,1424250706,1424250707,11.428485,52.845145,0.052081,0.006054,0.046027,0,1,1,, ,1,1,1,1,DoS,1,12195.70313
175.45.176.3,149.171.126.12,FIN,0.525431,890,354,254,252,2,1,http,12195.70313,4719.935059,10,8,255,255,3177885001,2414480739,89,44,1,0,3634.479209,118.164242,1424250730,1424250731,56.090444,68.154711,0.112048,0.04834,0.063708,0,1,1,, ,1,1,2,1,DoS,1,10499.6543
175.45.176.3,149.171.126.12,FIN,0.585924,854,1622,254,252,2,2,http,10499.6543,19934.32422,10,10,255,255,2972014963,2269979394,85,162,1,342,4023.551972,114.284922,1424250768,1424250768,65.102667,58.916445,0.106714,0.054639,0.052075,0,1,1,, ,1,2,1,1,DoS,1,9890.84668
175.45.176.2,149.171.126.12,FIN,1.783467,2250,272136,62,252,7,111,pop3,9890.84668,1215304.75,50,226,255,255,2002324038,3830349293,45,1204,0,0,1911.878946,846.482699,1424250855,1424250857,36.397286,7.834556,0.045823,0.019896,0.025927,0,1,,, ,1,1,1,1,DoS,1,81333328
175.45.176.2,149.171.126.12,INT,0.000006,122,0,254,0,0,0,dns,81333328,0,2,0,0,0,0,0,61,0,0,0,0,0,1424250906,1424250906,0.006,0,0,0,0,0,2,,, ,1,1,1,1,DoS,1,24645.69727
175.45.176.2,149.171.126.12,FIN,0.246047,842,15814,62,252,2,7,http,24645.69727,485630.7813,10,18,255,255,3733367638,2636836904,84,879,1,7296,1301.960437,1334.692512,1424250972,1424250973,27.338556,14.075411,0.059019,0.006086,0.052933,0,1,1,, ,1,1,1,1,DoS,1,22911.91406
175.45.176.3,149.171.126.12,FIN,0.260825,830,1236,62,252,2,2,http,22911.91406,33187,10,8,255,255,1192942253,3744907943,83,155,1,204,1423.067861,55.291758,1424250993,1424250994,28.980556,35.005145,0.053697,0.015061,0.038636,0,1,1,, ,1,1,1,1,DoS,1,156452.4063
175.45.176.2,149.171.126.12,FIN,0.985501,19823,1814,254,252,14,8,smtp,156452.4063,14059.85352,36,22,255,255,2769927079,3907403392,551,82,0,0,2087.50897,98.469383,1424251059,1424251060,28.157171,45.971047,0.035912,0.019461,0.016451,0,1,,, ,1,1,2,1,DoS,1,30333.61914
175.45.176.3,149.171.126.12,FIN,0.199119,838,8554,62,252,2,4,http,30333.61914,315067.875,10,12,255,255,1228546674,3944172338,84,713,1,3774,1135.965149,1471.568962,1424251073,1424251074,22.124333,15.984908,0.062398,0.016782,0.045616,0,1,1,, ,1,1,1,1,DoS,1,981597
175.45.176.3,149.171.126.11,FIN,1.863225,229813,2878,254,252,93,8,smtp,981597,12077.9834,192,44,255,255,792190519,906590133,1197,65,0,0,1199.492138,68.090539,1424251095,1424251097,9.805831,42.691836,0.042597,0.027475,0.015122,0,1,,, ,1,1,1,1,DoS,1,17360.67969
175.45.176.2,149.171.126.12,FIN,0.911485,2082,1402,62,252,7,8,smtp,17360.67969,11690.8125,20,20,255,255,1670161008,2750197537,104,70,0,0,2289.046326,51.400367,1424251123,1424251123,47.972894,45.438156,0.072771,0.047364,0.025407,0,1,,, ,1,1,1,1,DoS,1,7793.212402
175.45.176.1,149.171.126.11,FIN,1.227735,1248,64266,62,252,6,29,-,7793.212402,412010.7188,24,62,255,255,3159647277,2493689209,52,1037,0,0,2604.899716,1592.992712,1424251130,1424251131,53.379783,19.705639,0.0792,0.024907,0.054293,0,1,,, ,1,1,1,1,DoS,1,24414.60742
175.45.176.3,149.171.126.12,FIN,0.795917,2556,2338,254,252,7,7,-,24414.60742,22203.32031,20,18,255,255,2112938006,1309919974,128,130,0,0,2058.149605,56.431004,1424251166,1424251167,41.890369,46.094883,0.052043,0.006673,0.04537,0,1,,, ,1,1,2,2,DoS,1,18075.04688
175.45.176.2,149.171.126.11,FIN,0.312475,784,1566,62,252,2,2,http,18075.04688,35100.41016,10,8,255,255,3776835607,2446820744,78,196,1,366,1704.034295,62.939391,1424251191,1424251191,34.719444,42.87657,0.076421,0.011624,0.064797,0,1,1,, ,1,1,1,1,DoS,1,26897.76758
175.45.176.1,149.171.126.10,FIN,1.17928,4153,1756,254,252,8,8,smtp,26897.76758,11322.16211,22,20,255,255,723435256,3334272908,189,88,0,0,3153.247597,88.778133,1424251257,1424251258,56.156191,57.999473,0.114843,0.058065,0.056778,0,1,,, ,1,1,1,3,DoS,1,18034.22266
175.45.176.3,149.171.126.11,FIN,0.428075,1072,1044,254,252,2,2,http,18034.22266,17081.11914,10,8,255,255,3669215101,1298749870,107,131,1,98,2351.217436,82.103867,1424251311,1424251312,47.563889,53.032145,0.078295,0.056131,0.022164,0,1,1,, ,2,1,1,1,DoS,1,150857136
175.45.176.3,149.171.126.10,INT,0.000007,264,0,254,0,0,0,-,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424251316,1424251316,0.007,0,0,0,0,0,2,,, ,2,1,1,1,DoS,1,12237.60059
175.45.176.3,149.171.126.10,FIN,0.507289,862,268,254,252,2,1,http,12237.60059,3532.503174,10,6,255,255,218015608,1846537417,86,45,1,0,2779.506587,134.681578,1424251327,1424251328,56.258,94.373797,0.074706,0.035419,0.039287,0,1,1,, ,1,1,1,1,DoS,1,79567.79688
175.45.176.3,149.171.126.12,FIN,0.539012,5848,428,254,252,3,2,ftp,79567.79688,5565.73877,12,8,255,255,1869927690,3877606130,487,54,0,0,2959.239959,85.184156,1424251355,1424251356,46.440727,64.172855,0.165874,0.089795,0.076079,0,1,,, ,1,1,1,2,DoS,1,8703.515625
175.45.176.3,149.171.126.10,FIN,0.659044,796,2086,62,252,2,2,http,8703.515625,22165.43945,10,8,255,255,703148414,1264937752,80,261,1,629,4265.082352,146.930328,1424251378,1424251379,73.139778,87.533141,0.110198,0.046304,0.063894,0,1,1,, ,1,1,1,1,DoS,1,5190.069824
175.45.176.1,149.171.126.10,FIN,1.50287,1032,3284,62,252,6,7,-,5190.069824,16608.22266,18,20,255,255,533941496,2761511846,57,164,0,0,4859.148395,96.859,1424251396,1424251398,88.404118,75.536156,0.064295,0.030875,0.03342,0,1,,, ,4,1,1,2,DoS,1,3949.598145
175.45.176.3,149.171.126.12,FIN,2.015395,1042,2686,62,252,7,8,pop3,3949.598145,10130.02441,22,20,255,255,539069320,524307943,47,134,0,0,4804.771097,143.856375,1424251424,1424251426,95.97119,102.045523,0.183284,0.076037,0.107247,0,1,,, ,1,1,1,1,DoS,1,1105760.125
175.45.176.0,149.171.126.10,CON,59.997837,8294226,41232,254,252,3129,6,smtp,1105760.125,5492.064453,6262,946,255,255,3580646051,843846447,1325,44,0,0,1419.719292,91.59325,1424251370,1424251430,9.598137,63.371707,0.094097,0.044689,0.049408,0,0,,, ,1,1,1,1,DoS,1,1166788.625
175.45.176.0,149.171.126.10,FIN,43.637218,6365750,31360,254,252,2401,2,smtp,1166788.625,5741.337402,4806,724,255,255,3584667493,843846735,1325,43,0,0,1132.072354,69.061086,1424251430,1424251474,9.117024,60.716348,0.094097,0.044689,0.049408,0,1,,, ,1,1,1,1,DoS,1,9622.820312
175.45.176.3,149.171.126.12,CON,0.058195,140,950,254,60,0,0,dns,9622.820312,65297.70703,2,2,0,0,0,0,70,475,0,0,0,0,1424251480,1424251480,0.018,0.01,0,0,0,0,0,,, ,1,1,1,1,DoS,1,345142848
175.45.176.0,149.171.126.10,INT,0.000007,604,0,254,0,0,0,-,345142848,0,2,0,0,0,0,0,302,0,0,0,0,0,1424251560,1424251560,0.007,0,0,0,0,0,2,,, ,3,1,1,1,DoS,1,5994.537109
175.45.176.3,149.171.126.11,FIN,1.158388,964,2324,62,252,2,2,http,5994.537109,14447.66309,10,10,255,255,1245825386,3254319916,96,232,1,692,7350.006495,203.810828,1424251609,1424251610,128.709778,117.662891,0.186327,0.098786,0.087541,0,1,1,, ,1,1,1,1,DoS,1,2206.377686
175.45.176.0,149.171.126.10,FIN,2.625117,804,1166,62,252,2,2,http,2206.377686,3199.857422,10,10,255,255,3585555460,722791159,80,117,1,113,17833.40651,499.465937,1424251614,1424251617,291.679667,283.437656,0.182222,0.073404,0.108818,0,1,1,, ,1,1,1,4,DoS,1,5474.609375
175.45.176.3,149.171.126.11,FIN,1.905524,1422,2886,254,252,3,3,http,5474.609375,11108.75488,12,12,255,255,2766408517,1724581704,119,241,1,412,8952.480817,246.610234,1424251620,1424251622,173.229455,160.074453,0.14466,0.078222,0.066438,0,1,1,, ,1,1,2,2,DoS,1,34051.39063
175.45.176.1,149.171.126.11,FIN,0.327505,1548,268,254,252,2,1,http,34051.39063,5471.672363,10,6,255,255,2519800777,559936486,155,45,1,0,1517.783077,75.576063,1424251673,1424251673,30.433444,57.151,0.090846,0.04173,0.049116,0,1,1,, ,1,1,1,1,DoS,1,8809.173828
175.45.176.1,149.171.126.12,FIN,0.686557,840,1128,62,252,2,2,http,8809.173828,11838.78418,10,10,255,255,1398597642,1141436791,84,113,1,98,4943.613487,134.224891,1424251847,1424251848,76.284111,69.873891,0.118011,0.028341,0.08967,0,1,1,, ,1,1,2,17,DoS,1,13337.88184
175.45.176.0,149.171.126.12,FIN,0.442649,820,948,62,252,2,2,http,13337.88184,15000.59863,10,8,255,255,2176882249,3189082,82,119,1,53,2595.734771,83.332758,1424251850,1424251851,49.183222,55.164285,0.113822,0.055818,0.058004,0,1,1,, ,1,1,2,1,DoS,1,623272704
175.45.176.3,149.171.126.11,INT,0.000011,1714,0,254,0,0,0,-,623272704,0,2,0,0,0,0,0,857,0,0,0,0,0,1424251971,1424251971,0.011,0,0,0,0,0,2,,, ,1,2,2,1,DoS,1,535.588135
175.45.176.1,149.171.126.10,CON,1.000769,134,360,62,252,0,0,dns,535.588135,1438.893433,2,2,0,0,0,0,67,180,0,0,0,0,1424252100,1424252101,0.01,0.008,0,0,0,0,3,,, ,32,1,1,21,DoS,1,3563.132812
175.45.176.1,149.171.126.10,FIN,1.064232,526,742,62,252,2,2,dns,3563.132812,5021.461426,10,10,255,255,1716749052,1680493013,53,74,0,0,8168.950369,151.116641,1424252103,1424252104,118.248,108.801336,0.144902,0.08424,0.060662,0,1,,, ,4,1,1,2,DoS,1,7995.04248
175.45.176.3,149.171.126.11,FIN,0.729452,810,1296,62,252,2,2,http,7995.04248,12798.64844,10,10,255,255,3491446308,1741961698,81,130,1,197,5318.215459,113.998141,1424252121,1424252122,80.955444,75.464336,0.119946,0.05027,0.069676,0,1,1,, ,1,1,3,3,DoS,1,846023.25
175.45.176.3,149.171.126.12,FIN,28.024761,2965030,14888,254,252,1111,1,http,846023.25,4237.681152,2228,346,255,255,2039475922,898247598,1331,43,1,0,1470.495735,89.704141,1424252175,1424252203,12.600927,81.056508,0.140075,0.060252,0.079823,0,1,1,, ,2,1,1,3,DoS,1,772141.9375
175.45.176.1,149.171.126.11,FIN,20.685938,1997891,10674,254,252,747,1,http,772141.9375,4111.39209,1500,248,255,255,2688362576,3860746104,1332,43,1,0,1736.433953,107.230781,1424252326,1424252347,13.785892,83.080297,0.237429,0.165095,0.072334,0,1,1,, ,1,1,2,1,DoS,1,14370.44727
175.45.176.0,149.171.126.11,FIN,0.916325,1828,268,254,252,2,1,-,14370.44727,1955.638062,10,6,255,255,2832899977,2298968931,183,45,0,0,5050.825509,261.283766,1424252354,1424252355,101.813889,145.659,0.250061,0.141888,0.108173,0,1,,, ,2,3,2,1,DoS,1,6232.318359
175.45.176.2,149.171.126.10,FIN,0.922931,798,1308,62,252,2,2,http,6232.318359,10210.94727,10,10,255,255,2851435216,116624122,80,131,1,186,6580.934543,157.325547,1424252375,1424252376,102.446556,93.744219,0.184942,0.07923,0.105712,0,1,1,, ,1,2,1,1,DoS,1,23532.39063
175.45.176.2,149.171.126.11,FIN,2.876716,8775,1860,254,252,10,8,smtp,23532.39063,4913.936523,28,20,255,255,3429177858,1973478074,313,93,0,0,6692.476789,226.306344,1424252389,1424252392,106.545035,147.724,0.155192,0.06928,0.085912,0,1,,, ,1,1,1,2,DoS,1,2386.482666
175.45.176.2,149.171.126.10,FIN,2.349902,778,4034,62,252,2,3,http,2386.482666,12361.36719,10,10,255,255,772436376,3944838374,78,403,1,1569,19999.34359,22878.00045,1424252419,1424252421,261.078667,256.183778,0.121929,0.044245,0.077684,0,1,1,, ,1,1,1,3,DoS,1,297142848
175.45.176.1,149.171.126.11,INT,0.000007,520,0,254,0,0,0,-,297142848,0,2,0,0,0,0,0,260,0,0,0,0,0,1424252592,1424252592,0.007,0,0,0,0,0,2,,, ,1,1,1,1,DoS,1,89695.36719
175.45.176.2,149.171.126.10,FIN,1.711036,19765,1928,254,252,14,8,smtp,89695.36719,8607.650391,34,22,255,255,3500281827,1344737332,581,88,0,0,3283.414883,105.261781,1424252675,1424252677,51.849576,77.070383,0.152764,0.063322,0.089442,0,1,,, ,1,1,1,2,DoS,1,5052.723145
175.45.176.3,149.171.126.12,FIN,0.753653,528,268,254,252,2,1,-,5052.723145,2377.752197,10,6,255,255,2586887470,2545280143,53,45,0,0,4635.386466,240.076328,1424252737,1424252738,83.646667,138.516594,0.128717,0.061061,0.067656,0,1,,, ,3,1,1,1,DoS,1,5779.025391
175.45.176.2,149.171.126.12,FIN,6.971418,5082,916969,62,252,2,341,http,5779.025391,1050728,110,686,255,255,3871228484,1151407884,46,1337,1,444493,2979.610696,1185.529952,1424252746,1424252753,63.957962,10.01718,0.189644,0.118944,0.0707,0,1,1,, ,1,2,2,1,DoS,1,460800000
175.45.176.2,149.171.126.10,INT,0.00001,1152,0,62,0,0,0,dhcp,460800000,0,2,0,0,0,0,0,576,0,0,0,0,0,1424252843,1424252843,0.01,0,0,0,0,0,2,,, ,1,1,1,2,DoS,1,13701.43066
175.45.176.3,149.171.126.10,CON,0.23472,536,440,254,60,0,0,-,13701.43066,7498.29541,4,2,0,0,0,0,134,220,0,0,110.638172,0,1424252902,1424252902,78.24,0.004,0,0,0,0,0,,, ,1,1,1,2,DoS,1,13701.43066
175.45.176.3,149.171.126.10,CON,0.23472,536,440,254,60,0,0,-,13701.43066,7498.29541,4,2,0,0,0,0,134,220,0,0,110.638172,0,1424252902,1424252902,78.24,0.004,0,0,0,0,0,,, ,1,1,1,2,DoS,1,13701.43066
175.45.176.3,149.171.126.10,CON,0.23472,536,440,254,60,0,0,-,13701.43066,7498.29541,4,2,0,0,0,0,134,220,0,0,110.638172,0,1424252902,1424252902,78.24,0.004,0,0,0,0,0,,, ,1,1,1,2,DoS,1,13701.43066
175.45.176.3,149.171.126.10,CON,0.23472,536,440,254,60,0,0,-,13701.43066,7498.29541,4,2,0,0,0,0,134,220,0,0,110.638172,0,1424252902,1424252902,78.24,0.004,0,0,0,0,0,,, ,1,1,1,2,DoS,1,13701.43066
175.45.176.3,149.171.126.10,CON,0.23472,536,440,254,60,0,0,-,13701.43066,7498.29541,4,2,0,0,0,0,134,220,0,0,110.638172,0,1424252902,1424252902,78.24,0.004,0,0,0,0,0,,, ,1,1,1,2,DoS,1,15872.71777
175.45.176.3,149.171.126.12,FIN,0.797847,1704,898,254,252,4,4,ftp,15872.71777,8262.236328,14,12,255,255,1985145439,2132150329,122,75,0,0,3646.972677,106.716773,1424252929,1424252929,61.372846,68.11318,0.114112,0.047929,0.066183,0,1,,, ,1,1,1,2,DoS,1,542809.0625
175.45.176.3,149.171.126.11,FIN,0.23161,16542,268,254,252,7,1,http,542809.0625,7737.144531,20,6,255,255,429808513,4132404974,827,45,1,0,809.079603,48.159395,1424252967,1424252967,10.198316,37.290801,0.095682,0.045147,0.050535,0,1,1,, ,5,1,1,6,DoS,1,8148.074707
175.45.176.2,149.171.126.12,FIN,0.544914,616,268,254,252,2,1,-,8148.074707,3288.592285,10,6,255,255,597646604,3302551847,62,45,0,0,3464.357669,162.599156,1424252969,1424252970,56.639111,102.847203,0.088337,0.030668,0.057669,0,1,,, ,1,1,1,1,DoS,1,23091.79492
175.45.176.1,149.171.126.12,FIN,1.732217,5217,1896,62,252,9,8,smtp,23091.79492,8322.283203,24,20,255,255,1340508133,1464980102,217,95,0,0,4053.691799,107.35532,1424252977,1424252979,75.313784,86.758898,0.128138,0.068683,0.059455,0,1,,, ,1,1,1,1,DoS,1,12391.25488
175.45.176.0,149.171.126.10,FIN,0.48163,828,1372,254,252,2,2,http,12391.25488,19948.92383,10,8,255,255,1504953524,3909385439,83,172,1,254,2558.02983,85.580664,1424253063,1424253064,53.408667,60.18957,0.106204,0.060294,0.04591,0,1,1,, ,1,1,1,1,DoS,1,6445.137207
175.45.176.0,149.171.126.11,FIN,0.837841,750,1056,62,252,2,2,http,6445.137207,8822.676758,10,8,255,255,3800420334,2981933793,75,132,1,127,5502.409899,215.254422,1424253139,1424253140,93.093444,116.171859,0.079483,0.02394,0.055543,0,1,1,, ,1,1,1,1,DoS,1,20708.81836
175.45.176.3,149.171.126.12,FIN,0.589121,1694,268,254,252,2,1,ftp,20708.81836,3041.820068,10,6,255,255,2766596614,490367334,169,45,0,0,3849.237465,189.356969,1424253145,1424253146,64.127111,106.765203,0.076105,0.055286,0.020819,0,1,,, ,1,1,1,6,DoS,1,61501.71094
175.45.176.2,149.171.126.11,CON,32.203072,248562,1652,254,60,0,0,-,61501.71094,393.502838,250,24,0,0,0,0,994,69,0,0,190.3285,493.566937,1424253207,1424253239,129.329625,403.66975,0,0,0,0,0,,, ,1,1,1,1,DoS,1,61501.71094
175.45.176.2,149.171.126.11,CON,32.203072,248562,1652,254,60,0,0,-,61501.71094,393.502838,250,24,0,0,0,0,994,69,0,0,190.3285,493.566937,1424253207,1424253239,129.329625,403.66975,0,0,0,0,0,,, ,1,1,1,1,DoS,1,61501.71094
